UUID_v4,repo,location,path,translation_needed,english,translation,context,key,delim
4ac83c4b-9397-4bb8-822c-f5759602cfe3,,,,yes,Username,Notendanafn,,[[translation:4ac83c4b-9397-4bb8-822c-f5759602cfe3]],/
4d0120d8-f9fb-4b23-892e-eb4746d5493a,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,Email is not available,Tölvupóstfang er ekki laust,-,[[translation:4d0120d8-f9fb-4b23-892e-eb4746d5493a]],/
4dfedb85-a1f0-4000-9a84-6f999eb93ca5,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,Do you think that the answer is so long?,Heldur þú að svarið sé svona langt?,,[[translation:4dfedb85-a1f0-4000-9a84-6f999eb93ca5]],/
51234ad0-149a-46a4-97db-428d6c36f865,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/ReviewAnswer/index.tsx,yes,"Another user has marked the answer. Now, we need to verify wether the answer is correct or not.",Annar notandi hefur merkt svarið inn. Nú þurfum við að athuga hvort svarið sé rétt merkt.,,[[translation:51234ad0-149a-46a4-97db-428d6c36f865]],/
518de081-a2c2-44fd-a301-ead55605c482,,,,yes,👆,👆,,[[translation:518de081-a2c2-44fd-a301-ead55605c482]],/
524de2de-7c9b-4385-98ed-40c9bfc4b771,,,,yes,👎,👎,,[[translation:524de2de-7c9b-4385-98ed-40c9bfc4b771]],/
52f320d2-3764-4006-af1b-b061748ea7b5,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,Length of the answer,Lengd svars,,[[translation:52f320d2-3764-4006-af1b-b061748ea7b5]],/
5466e9ee-6ea5-4780-a89c-7c4d017fc73d,,,,yes,👱,👱,,[[translation:5466e9ee-6ea5-4780-a89c-7c4d017fc73d]],/
54d10c8b-e468-4566-ae52-bc0b4bb454dc,,,,yes,Do you want to sign out?,Viltu skrá þig út?,,[[translation:54d10c8b-e468-4566-ae52-bc0b4bb454dc]],/
55d8a451-664a-45b3-9ed8-13ddd8548b4d,,,,yes,Here you see a list of the prize categories that are available. You can click on each category to see an overview of the prizes.,Hér sérðu lista yfir þá verðlaunaflokka sem eru í boði. Þú getur smellt á hvern flokk fyrir sig til þess að sjá yfirlit yfir vinninga.,,[[translation:55d8a451-664a-45b3-9ed8-13ddd8548b4d]],/
56f24152-d8fd-4d86-8cbc-66ddcdb269e6,qa-crowdsourcing-app,src/services/UserLevels/index.ts,qa-crowdsourcing-app/src/services/UserLevels/index.ts,yes,High schooler,Menntskælingur,,[[translation:56f24152-d8fd-4d86-8cbc-66ddcdb269e6]],/
5807a43a-18d0-43fd-96f8-86d0a1c84fdd,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,Does the answer change that much?,Er svarið mismunandi milli aðstæða?,,[[translation:5807a43a-18d0-43fd-96f8-86d0a1c84fdd]],/
580fe689-abd7-4716-a1bf-04ec426b5b46,,,,yes,I would like to receive information about prizes and my progress via email,Ég vil fá upplýsingar um vinninga og minn árangur í tölvupósti,,[[translation:580fe689-abd7-4716-a1bf-04ec426b5b46]],/
58f91cc3-7268-4c49-9dc7-6715ae0888f3,,,,yes,You think you've reached the top?  Not quite. What if you could multiply your chances of winning prizes? Now you have a chance to restart as a LVL 1 and unlock the chests again. That way you'll have more rolls for every prize,Heldur þú að þú sért kominn á toppinn? Ekki alveg. Hvað ef þú gætir margfaldað líkurnar þínar á að vinna vinninga? Nú hefur þú tækifæri á því að fara aftur í LVL 1 og aflæsa kisturnar upp á nýtt. Þannig færð þú fleiri sæti í hverjum útdrætti.,,[[translation:58f91cc3-7268-4c49-9dc7-6715ae0888f3]],/
59475d93-9003-41f0-8f3b-64bb0847cb0a,,,,yes,Write your email to receive a new password,Skráðu inn email til að fá nýtt lykilorði,,[[translation:59475d93-9003-41f0-8f3b-64bb0847cb0a]],/
5ba54eb3-1517-4379-8a2d-1bd80ce7758b,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index.tsx,qa-crowdsourcing-app/src/components/atoms/cards/AnswerItem/index.tsx,yes,answered,svaraði,,[[translation:5ba54eb3-1517-4379-8a2d-1bd80ce7758b]],/
5d837438-3c49-4ff1-8a55-68874a826574,,,,yes,🧑,🧑,,[[translation:5d837438-3c49-4ff1-8a55-68874a826574]],/
5f53f041-9ebf-4a81-87ad-c4a0bf0852eb,qa-crowdsourcing-app,src/components/organisms/Game/Utils/SpanSelector/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/Utils/SpanSelector/index.tsx,yes,Select the last character,Veldu seinasta staf,,[[translation:5f53f041-9ebf-4a81-87ad-c4a0bf0852eb]],/
6169c959-ec25-4449-a23b-5ba3307cc209,qa-crowdsourcing-api,src/models/Users/methods.ts,qa-crowdsourcing-api/src/models/Users/methods.ts,yes,Incorrect confirmation code,Rangur staðfestingarkóði,-,[[translation:6169c959-ec25-4449-a23b-5ba3307cc209]],/
61735474-90bf-4d3f-aa14-e02a20469934,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/GoogleSearch/index.tsx,yes,"Something went wrong, try another search query.","Villa við leit, prófaðu annan leitarstreng",,[[translation:61735474-90bf-4d3f-aa14-e02a20469934]],/
635caeef-372a-4b39-a96e-3e1d25f93706,,,,yes,Https://spurningaris.app.link,Https://spurningaris.app.link,,[[translation:635caeef-372a-4b39-a96e-3e1d25f93706]],/
63d51e1b-3367-4529-9849-925856fdaff1,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/SelectSpan/index.tsx,yes,Confirm,Staðfesta,,[[translation:63d51e1b-3367-4529-9849-925856fdaff1]],/
64baabaa-5024-40ad-9020-56f7921ea11e,qa-crowdsourcing-app,src/components/organisms/Users/ScoreCard/index.tsx,qa-crowdsourcing-app/src/components/organisms/Users/ScoreCard/index.tsx,maybe,,Skráðir vinir (boð),,[[translation:64baabaa-5024-40ad-9020-56f7921ea11e]],/
65accc94-b1d8-4899-85e7-4cc048d70759,qa-crowdsourcing-app,src/views/AuthCode/index.tsx,qa-crowdsourcing-app/src/views/AuthCode/index.tsx,yes,Sign out,Útskrá,,[[translation:65accc94-b1d8-4899-85e7-4cc048d70759]],/
679571b1-de5e-437c-9208-ca5c755a0d4f,qa-crowdsourcing-app,src/components/atoms/Cards/PrizeCategory/index.tsx,qa-crowdsourcing-app/src/components/atoms/Cards/PrizeCategory/index.tsx,maybe,,Þú þarft að,,[[translation:679571b1-de5e-437c-9208-ca5c755a0d4f]],/
68d189a7-eea9-42c8-b604-409cbd7e128d,qa-crowdsourcing-api,src/models/Answers/methods.ts,qa-crowdsourcing-api/src/models/Answers/methods.ts,maybe,,Svar fannst ekki,-,[[translation:68d189a7-eea9-42c8-b604-409cbd7e128d]],/
69435c8c-a692-47cc-825e-0dc2ec27d940,qa-crowdsourcing-app,src/services/CountDownLabel/index.ts,qa-crowdsourcing-app/src/services/CountDownLabel/index.ts,maybe,Days,Dagar,,[[translation:69435c8c-a692-47cc-825e-0dc2ec27d940]],/
69bad13a-c901-41c6-9bf4-21113918ab60,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,Go back,Hætta við,,[[translation:69bad13a-c901-41c6-9bf4-21113918ab60]],/
6adc749f-7a2c-4179-861c-402d61bfa241,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,Tuesday,þriðjudag,-,[[translation:6adc749f-7a2c-4179-861c-402d61bfa241]],/
6b1a9363-c272-40f5-90bf-700797df6550,,,,yes,Forgot your password?,Gleymt lykilorð?,,[[translation:6b1a9363-c272-40f5-90bf-700797df6550]],/
6b4ad0da-54c0-45b3-8c30-a25fccc2044a,qa-crowdsourcing-api,??,qa-crowdsourcing-api/??,not sure,Signing in was unsuccessful,Innskráning gekk ekki,-,[[translation:6b4ad0da-54c0-45b3-8c30-a25fccc2044a]],/
6d779c31-0784-4adc-8aa1-b1d115754296,,,,yes,"Press share, or copy the link to invite friends to play","Smelltu á deila, eða afritaðu hlekkinn til þess að bjóða vinum að sækja appið.",,[[translation:6d779c31-0784-4adc-8aa1-b1d115754296]],/
6eb6fc05-e841-4511-ab4e-735c5be89476,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/GoogleSearch/index.tsx,yes,You need to use Google to find the answer online.,"Þú þarft að nota Google til að finna svarið á íslensku Wikipediu, Vísindavefnum, vísir.is eða mbl.is",,[[translation:6eb6fc05-e841-4511-ab4e-735c5be89476]],/
6f8b9a5d-b070-499e-ad7c-5c4c5a6e1dbb,qa-crowdsourcing-app,src/services/CountDownLabel/index.ts,qa-crowdsourcing-app/src/services/CountDownLabel/index.ts,maybe,Sec,Sek,,[[translation:6f8b9a5d-b070-499e-ad7c-5c4c5a6e1dbb]],/
728c9365-2e4f-41e9-84ed-2c375c5044a5,,,,yes,In progress,Í vinnslu,,[[translation:728c9365-2e4f-41e9-84ed-2c375c5044a5]],/
733eaeaf-7c00-4bd9-ab7d-26359b6855c9,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/ReviewAnswer/index.tsx,yes,Incorrectly Marked?,Vitlaust merkt?,,[[translation:733eaeaf-7c00-4bd9-ab7d-26359b6855c9]],/
74332ff0-bea7-4b49-9992-7ebee1c9a5d4,,,,yes,These are questions other users were unable to answer by googling,Þetta eru spurningar sem aðrir notendur fundu ekki svar við. Getur þú fundið svörin á Google.,,[[translation:74332ff0-bea7-4b49-9992-7ebee1c9a5d4]],/
749736db-66a3-42dc-ba0f-0ccd44135d4d,qa-crowdsourcing-app,src/routing/index.tsx,qa-crowdsourcing-app/src/routing/index.tsx,yes,Prizes,Vinningar,,[[translation:749736db-66a3-42dc-ba0f-0ccd44135d4d]],/
75105759-92f1-4db4-b454-348a6942e8fb,,,,yes,😀,😀,,[[translation:75105759-92f1-4db4-b454-348a6942e8fb]],/
75e48795-0166-4414-be61-0b8b3cde4996,qa-crowdsourcing-app,src/services/CountDownLabel/index.ts,qa-crowdsourcing-app/src/services/CountDownLabel/index.ts,maybe,Hours,Klst,,[[translation:75e48795-0166-4414-be61-0b8b3cde4996]],/
